Area_Name,Major_Text,Crime_Count
Barking and Dagenham,Drugs,9
Barking and Dagenham,Drugs,9
Barking and Dagenham,Drugs,8
Barking and Dagenham,Drugs,7
Barking and Dagenham,Drugs,3
Barking and Dagenham,Drugs,3
Barking and Dagenham,Drugs,7
Barking and Dagenham,Drugs,7
Barking and Dagenham,Drugs,0
Barking and Dagenham,Drugs,0
Barking and Dagenham,Drugs,1
Barking and Dagenham,Drugs,0
Barking and Dagenham,Drugs,1
Barking and Dagenham,Drugs,1
Barking and Dagenham,Drugs,0
Barking and Dagenham,Drugs,0
Barking and Dagenham,Drugs,0
Barking and Dagenham,Drugs,0
Barking and Dagenham,Drugs,0
Barking and Dagenham,Drugs,0
Barking and Dagenham,Drugs,0
Barking and Dagenham,Drugs,80
Barking and Dagenham,Drugs,80
Barking and Dagenham,Drugs,82
Barking and Dagenham,Drugs,73
Barking and Dagenham,Drugs,101
Barking and Dagenham,Drugs,93
Barking and Dagenham,Drugs,92
Barking and Dagenham,Drugs,119
Barking and Dagenham,Drugs,85
Barking and Dagenham,Drugs,100
Barking and Dagenham,Drugs,117
Barking and Dagenham,Drugs,64
Barking and Dagenham,Drugs,64
Barking and Dagenham,Fraud and Forgery,0
Barking and Dagenham,Fraud and Forgery,0
Barking and Dagenham,Fraud and Forgery,0
Barking and Dagenham,Fraud and Forgery,0
Barking and Dagenham,Fraud and Forgery,0
Barking and Dagenham,Fraud and Forgery,0
Barking and Dagenham,Fraud and Forgery,0
Barking and Dagenham,Fraud and Forgery,0
Barking and Dagenham,Fraud and Forgery,0
Barking and Dagenham,Fraud and Forgery,0
Barking and Dagenham,Fraud and Forgery,0
Barking and Dagenham,Fraud and Forgery,0
Barking and Dagenham,Fraud and Forgery,0
Barking and Dagenham,Fraud and Forgery,2
Barking and Dagenham,Fraud and Forgery,0
Barking and Dagenham,Fraud and Forgery,0
Barking and Dagenham,Fraud and Forgery,4
Barking and Dagenham,Fraud and Forgery,1
Barking and Dagenham,Fraud and Forgery,2
Barking and Dagenham,Fraud and Forgery,1
Barking and Dagenham,Fraud and Forgery,0
Barking and Dagenham,Fraud and Forgery,2
Barking and Dagenham,Fraud and Forgery,1
Barking and Dagenham,Fraud and Forgery,4
Barking and Dagenham,Fraud and Forgery,0
Barking and Dagenham,Fraud and Forgery,1
Barking and Dagenham,Other Notifiable,0
Barking and Dagenham,Other Notifiable,0
Barking and Dagenham,Other Notifiable,0
Barking and Dagenham,Other Notifiable,2
Barking and Dagenham,Other Notifiable,3
Barking and Dagenham,Other Notifiable,2
Barking and Dagenham,Other Notifiable,1
Barking and Dagenham,Other Notifiable,0
Barking and Dagenham,Other Notifiable,0
Barking and Dagenham,Other Notifiable,0
Barking and Dagenham,Other Notifiable,2
Barking and Dagenham,Other Notifiable,0
Barking and Dagenham,Other Notifiable,1
Barking and Dagenham,Other Notifiable,23
Barking and Dagenham,Other Notifiable,32
Barking and Dagenham,Other Notifiable,34
Barking and Dagenham,Other Notifiable,28
Barking and Dagenham,Other Notifiable,24
Barking and Dagenham,Other Notifiable,45
Barking and Dagenham,Other Notifiable,40
Barking and Dagenham,Other Notifiable,32
Barking and Dagenham,Other Notifiable,36
Barking and Dagenham,Other Notifiable,35
Barking and Dagenham,Other Notifiable,24
Barking and Dagenham,Other Notifiable,31
Barking and Dagenham,Other Notifiable,30
Barking and Dagenham,Robbery,5
Barking and Dagenham,Robbery,5
Barking and Dagenham,Robbery,4
Barking and Dagenham,Robbery,7
Barking and Dagenham,Robbery,0
Barking and Dagenham,Robbery,3
Barking and Dagenham,Robbery,3
Barking and Dagenham,Robbery,0
Barking and Dagenham,Robbery,5
Barking and Dagenham,Robbery,4
Barking and Dagenham,Robbery,5
Barking and Dagenham,Robbery,8
Barking and Dagenham,Robbery,4
Barking and Dagenham,Robbery,49
Barking and Dagenham,Robbery,46
Barking and Dagenham,Robbery,45
Barking and Dagenham,Robbery,48
Barking and Dagenham,Robbery,36
Barking and Dagenham,Robbery,52
Barking and Dagenham,Robbery,54
Barking and Dagenham,Robbery,46
Barking and Dagenham,Robbery,32
Barking and Dagenham,Robbery,47
Barking and Dagenham,Robbery,36
Barking and Dagenham,Robbery,26
Barking and Dagenham,Robbery,36
Barking and Dagenham,Sexual Offences,39
Barking and Dagenham,Sexual Offences,21
Barking and Dagenham,Sexual Offences,14
Barking and Dagenham,Sexual Offences,24
Barking and Dagenham,Sexual Offences,26
Barking and Dagenham,Sexual Offences,31
Barking and Dagenham,Sexual Offences,26
Barking and Dagenham,Sexual Offences,19
Barking and Dagenham,Sexual Offences,24
Barking and Dagenham,Sexual Offences,22
Barking and Dagenham,Sexual Offences,24
Barking and Dagenham,Sexual Offences,15
Barking and Dagenham,Sexual Offences,25
Barking and Dagenham,Sexual Offences,13
Barking and Dagenham,Sexual Offences,15
Barking and Dagenham,Sexual Offences,20
Barking and Dagenham,Sexual Offences,18
Barking and Dagenham,Sexual Offences,13
Barking and Dagenham,Sexual Offences,15
Barking and Dagenham,Sexual Offences,19
Barking and Dagenham,Sexual Offences,12
Barking and Dagenham,Sexual Offences,15
Barking and Dagenham,Sexual Offences,15
Barking and Dagenham,Sexual Offences,12
Barking and Dagenham,Sexual Offences,29
Barking and Dagenham,Sexual Offences,15
Barking and Dagenham,Theft,5
Barking and Dagenham,Theft,2
Barking and Dagenham,Theft,2
Barking and Dagenham,Theft,4
Barking and Dagenham,Theft,0
Barking and Dagenham,Theft,4
Barking and Dagenham,Theft,3
Barking and Dagenham,Theft,2
Barking and Dagenham,Theft,3
Barking and Dagenham,Theft,0
Barking and Dagenham,Theft,2
Barking and Dagenham,Theft,2
Barking and Dagenham,Theft,3
Barking and Dagenham,Theft,25
Barking and Dagenham,Theft,30
Barking and Dagenham,Theft,26
Barking and Dagenham,Theft,22
Barking and Dagenham,Theft,23
Barking and Dagenham,Theft,24
Barking and Dagenham,Theft,15
Barking and Dagenham,Theft,21
Barking and Dagenham,Theft,19
Barking and Dagenham,Theft,21
Barking and Dagenham,Theft,23
Barking and Dagenham,Theft,25
Barking and Dagenham,Theft,29
Barking and Dagenham,Theft,129
Barking and Dagenham,Theft,117
Barking and Dagenham,Theft,145
Barking and Dagenham,Theft,168
Barking and Dagenham,Theft,145
Barking and Dagenham,Theft,188
Barking and Dagenham,Theft,175
Barking and Dagenham,Theft,182
Barking and Dagenham,Theft,172
Barking and Dagenham,Theft,173
Barking and Dagenham,Theft,169
Barking and Dagenham,Theft,161
Barking and Dagenham,Theft,164
Barking and Dagenham,Theft,0
Barking and Dagenham,Theft,0
Barking and Dagenham,Theft,36
Barking and Dagenham,Theft,0
Barking and Dagenham,Theft,0
Barking and Dagenham,Theft,25
Barking and Dagenham,Theft,0
Barking and Dagenham,Theft,0
Barking and Dagenham,Theft,31
Barking and Dagenham,Theft,0
Barking and Dagenham,Theft,0
Barking and Dagenham,Theft,46
Barking and Dagenham,Theft,0
Barking and Dagenham,Theft,0
Barking and Dagenham,Theft,38
Barking and Dagenham,Theft,0
Barking and Dagenham,Theft,0
Barking and Dagenham,Theft,29
Barking and Dagenham,Theft,0
Barking and Dagenham,Theft,0
Barking and Dagenham,Theft,24
Barking and Dagenham,Theft,0
Barking and Dagenham,Theft,0
Barking and Dagenham,Theft,29
Barking and Dagenham,Theft,0
Barking and Dagenham,Theft,0
Barking and Dagenham,Theft,23
Barking and Dagenham,Theft,0
Barking and Dagenham,Theft,0
Barking and Dagenham,Theft,20
Barking and Dagenham,Theft,0
Barking and Dagenham,Theft,0
Barking and Dagenham,Theft,31
Barking and Dagenham,Theft,0
Barking and Dagenham,Theft,0
Barking and Dagenham,Theft,23
Barking and Dagenham,Theft,0
Barking and Dagenham,Theft,0
Barking and Dagenham,Theft,31
Barking and Dagenham,Theft,72
Barking and Dagenham,Theft,83
Barking and Dagenham,Theft,55
Barking and Dagenham,Theft,83
Barking and Dagenham,Theft,82
Barking and Dagenham,Theft,78
Barking and Dagenham,Theft,72
Barking and Dagenham,Theft,82
Barking and Dagenham,Theft,63
Barking and Dagenham,Theft,80
Barking and Dagenham,Theft,81
Barking and Dagenham,Theft,90
Barking and Dagenham,Theft,70
Barking and Dagenham,Theft,13
Barking and Dagenham,Theft,16
Barking and Dagenham,Theft,6
Barking and Dagenham,Theft,11
Barking and Dagenham,Theft,17
Barking and Dagenham,Theft,11
Barking and Dagenham,Theft,22
Barking and Dagenham,Theft,18
Barking and Dagenham,Theft,17
Barking and Dagenham,Theft,20
Barking and Dagenham,Theft,21
Barking and Dagenham,Theft,14
Barking and Dagenham,Theft,12
Barking and Dagenham,Theft,83
Barking and Dagenham,Theft,74
Barking and Dagenham,Theft,87
Barking and Dagenham,Theft,95
Barking and Dagenham,Theft,93
Barking and Dagenham,Theft,79
Barking and Dagenham,Theft,87
Barking and Dagenham,Theft,104
Barking and Dagenham,Theft,85
Barking and Dagenham,Theft,81
Barking and Dagenham,Theft,89
Barking and Dagenham,Theft,98
Barking and Dagenham,Theft,80
Barking and Dagenham,Theft,74
Barking and Dagenham,Theft,73
Barking and Dagenham,Theft,74
Barking and Dagenham,Theft,85
Barking and Dagenham,Theft,94
Barking and Dagenham,Theft,93
Barking and Dagenham,Theft,91
Barking and Dagenham,Theft,66
Barking and Dagenham,Theft,84
Barking and Dagenham,Theft,78
Barking and Dagenham,Theft,60
Barking and Dagenham,Theft,60
Barking and Dagenham,Theft,71
Barking and Dagenham,Violence,107
Barking and Dagenham,Violence,94
Barking and Dagenham,Violence,110
Barking and Dagenham,Violence,108
Barking and Dagenham,Violence,100
Barking and Dagenham,Violence,136
Barking and Dagenham,Violence,143
Barking and Dagenham,Violence,146
Barking and Dagenham,Violence,106
Barking and Dagenham,Violence,126
Barking and Dagenham,Violence,105
Barking and Dagenham,Violence,110
Barking and Dagenham,Violence,94
Barking and Dagenham,Violence,124
Barking and Dagenham,Violence,151
Barking and Dagenham,Violence,124
Barking and Dagenham,Violence,167
Barking and Dagenham,Violence,134
Barking and Dagenham,Violence,144
Barking and Dagenham,Violence,140
Barking and Dagenham,Violence,161
Barking and Dagenham,Violence,122
Barking and Dagenham,Violence,140
Barking and Dagenham,Violence,116
Barking and Dagenham,Violence,143
Barking and Dagenham,Violence,113
Barking and Dagenham,Violence,163
Barking and Dagenham,Violence,143
Barking and Dagenham,Violence,124
Barking and Dagenham,Violence,186
Barking and Dagenham,Violence,147
Barking and Dagenham,Violence,173
Barking and Dagenham,Violence,167
Barking and Dagenham,Violence,192
Barking and Dagenham,Violence,194
Barking and Dagenham,Violence,145
Barking and Dagenham,Violence,144
Barking and Dagenham,Violence,138
Barking and Dagenham,Violence,146
Barking and Dagenham,Violence,0
Barking and Dagenham,Violence,0
Barking and Dagenham,Violence,0
Barking and Dagenham,Violence,0
Barking and Dagenham,Violence,0
Barking and Dagenham,Violence,0
Barking and Dagenham,Violence,1
Barking and Dagenham,Violence,0
Barking and Dagenham,Violence,0
Barking and Dagenham,Violence,2
Barking and Dagenham,Violence,0
Barking and Dagenham,Violence,1
Barking and Dagenham,Violence,1
Barking and Dagenham,Violence,3
Barking and Dagenham,Violence,9
Barking and Dagenham,Violence,9
Barking and Dagenham,Violence,15
Barking and Dagenham,Violence,8
Barking and Dagenham,Violence,15
Barking and Dagenham,Violence,10
Barking and Dagenham,Violence,11
Barking and Dagenham,Violence,11
Barking and Dagenham,Violence,13
Barking and Dagenham,Violence,8
Barking and Dagenham,Violence,17
Barking and Dagenham,Violence,11
Barking and Dagenham,Violence,45
Barking and Dagenham,Violence,16
Barking and Dagenham,Violence,35
Barking and Dagenham,Violence,34
Barking and Dagenham,Violence,22
Barking and Dagenham,Violence,39
Barking and Dagenham,Violence,36
Barking and Dagenham,Violence,42
Barking and Dagenham,Violence,28
Barking and Dagenham,Violence,24
Barking and Dagenham,Violence,25
Barking and Dagenham,Violence,38
Barking and Dagenham,Violence,29
Barking and Dagenham,Violence,50
Barking and Dagenham,Violence,68
Barking and Dagenham,Violence,67
Barking and Dagenham,Violence,47
Barking and Dagenham,Violence,64
Barking and Dagenham,Violence,65
Barking and Dagenham,Violence,51
Barking and Dagenham,Violence,66
Barking and Dagenham,Violence,61
Barking and Dagenham,Violence,68
Barking and Dagenham,Violence,51
Barking and Dagenham,Violence,60
Barking and Dagenham,Violence,67
Barnet,Burglary,112
Barnet,Burglary,92
Barnet,Burglary,95
Barnet,Burglary,112
Barnet,Burglary,83
Barnet,Burglary,86
Barnet,Burglary,92
Barnet,Burglary,93
Barnet,Burglary,86
Barnet,Burglary,62
Barnet,Burglary,63
Barnet,Burglary,97
Barnet,Burglary,75
Barnet,Burglary,236
Barnet,Burglary,300
Barnet,Burglary,229
Barnet,Burglary,208
Barnet,Burglary,152
Barnet,Burglary,177
Barnet,Burglary,152
Barnet,Burglary,147
Barnet,Burglary,214
Barnet,Burglary,163
Barnet,Burglary,169
Barnet,Burglary,254
Barnet,Burglary,209
Barnet,Criminal Damage,38
Barnet,Criminal Damage,41
Barnet,Criminal Damage,36
Barnet,Criminal Damage,28
Barnet,Criminal Damage,33
Barnet,Criminal Damage,47
Barnet,Criminal Damage,33
Barnet,Criminal Damage,33
Barnet,Criminal Damage,38
Barnet,Criminal Damage,47
Barnet,Criminal Damage,44
Barnet,Criminal Damage,38
Barnet,Criminal Damage,37
Barnet,Criminal Damage,92
Barnet,Criminal Damage,64
Barnet,Criminal Damage,85
Barnet,Criminal Damage,94
Barnet,Criminal Damage,95
Barnet,Criminal Damage,97
Barnet,Criminal Damage,80
Barnet,Criminal Damage,94
Barnet,Criminal Damage,89
Barnet,Criminal Damage,62
Barnet,Criminal Damage,97
Barnet,Criminal Damage,64
Barnet,Criminal Damage,62
Barnet,Criminal Damage,33
Barnet,Criminal Damage,28
Barnet,Criminal Damage,12
Barnet,Criminal Damage,18
Barnet,Criminal Damage,12
Barnet,Criminal Damage,21
Barnet,Criminal Damage,10
Barnet,Criminal Damage,16
Barnet,Criminal Damage,16
Barnet,Criminal Damage,12
Barnet,Criminal Damage,14
Barnet,Criminal Damage,10
Barnet,Criminal Damage,17
Barnet,Criminal Damage,1
Barnet,Criminal Damage,44
Barnet,Criminal Damage,2
Barnet,Criminal Damage,43
Barnet,Criminal Damage,2
Barnet,Criminal Damage,32
Barnet,Criminal Damage,2
Barnet,Criminal Damage,45
Barnet,Criminal Damage,14
Barnet,Criminal Damage,55
Barnet,Criminal Damage,5
Barnet,Criminal Damage,47
Barnet,Criminal Damage,3
Barnet,Criminal Damage,58
Barnet,Criminal Damage,5
Barnet,Criminal Damage,34
Barnet,Criminal Damage,5
Barnet,Criminal Damage,39
Barnet,Criminal Damage,5
Barnet,Criminal Damage,43
Barnet,Criminal Damage,7
Barnet,Criminal Damage,43
Barnet,Criminal Damage,2
Barnet,Criminal Damage,51
Barnet,Criminal Damage,1
Barnet,Criminal Damage,46
Barnet,Drugs,5
Barnet,Drugs,10
Barnet,Drugs,9
Barnet,Drugs,4
Barnet,Drugs,14
Barnet,Drugs,8
Barnet,Drugs,11
Barnet,Drugs,15
Barnet,Drugs,9
Barnet,Drugs,12
Barnet,Drugs,7
Barnet,Drugs,7
Barnet,Drugs,18
Barnet,Drugs,0
Barnet,Drugs,0
Barnet,Drugs,0
Barnet,Drugs,1
Barnet,Drugs,2
Barnet,Drugs,1
Barnet,Drugs,1
Barnet,Drugs,0
Barnet,Drugs,0
Barnet,Drugs,0
Barnet,Drugs,1
Barnet,Drugs,1
Barnet,Drugs,0
Barnet,Drugs,87
Barnet,Drugs,71
Barnet,Drugs,56
Barnet,Drugs,72
Barnet,Drugs,87
Barnet,Drugs,65
Barnet,Drugs,64
Barnet,Drugs,65
Barnet,Drugs,54
Barnet,Drugs,79
Barnet,Drugs,65
Barnet,Drugs,69
Barnet,Drugs,53
Barnet,Fraud and Forgery,0
Barnet,Fraud and Forgery,0
Barnet,Fraud and Forgery,0
Barnet,Fraud and Forgery,0
Barnet,Fraud and Forgery,0
Barnet,Fraud and Forgery,0
Barnet,Fraud and Forgery,0
Barnet,Fraud and Forgery,0
Barnet,Fraud and Forgery,0
Barnet,Fraud and Forgery,0
Barnet,Fraud and Forgery,0
Barnet,Fraud and Forgery,0
Barnet,Fraud and Forgery,0
Barnet,Fraud and Forgery,12
Barnet,Fraud and Forgery,6
Barnet,Fraud and Forgery,1
Barnet,Fraud and Forgery,4
Barnet,Fraud and Forgery,4
Barnet,Fraud and Forgery,4
Barnet,Fraud and Forgery,3
Barnet,Fraud and Forgery,2
Barnet,Fraud and Forgery,2
Barnet,Fraud and Forgery,2
Barnet,Fraud and Forgery,4
Barnet,Fraud and Forgery,2
Barnet,Fraud and Forgery,4
Barnet,Other Notifiable,1
Barnet,Other Notifiable,1
Barnet,Other Notifiable,3
Barnet,Other Notifiable,3
Barnet,Other Notifiable,3
Barnet,Other Notifiable,4
Barnet,Other Notifiable,1
Barnet,Other Notifiable,1
Barnet,Other Notifiable,0
Barnet,Other Notifiable,1
Barnet,Other Notifiable,2
Barnet,Other Notifiable,0
Barnet,Other Notifiable,1
Barnet,Other Notifiable,29
Barnet,Other Notifiable,40
Barnet,Other Notifiable,48
Barnet,Other Notifiable,44
Barnet,Other Notifiable,48
Barnet,Other Notifiable,40
Barnet,Other Notifiable,35
Barnet,Other Notifiable,60
Barnet,Other Notifiable,44
Barnet,Other Notifiable,41
Barnet,Other Notifiable,46
Barnet,Other Notifiable,35
Barnet,Other Notifiable,31
Barnet,Robbery,5
Barnet,Robbery,6
Barnet,Robbery,3
Barnet,Robbery,5
Barnet,Robbery,2
Barnet,Robbery,3
Barnet,Robbery,4
Barnet,Robbery,2
Barnet,Robbery,2
Barnet,Robbery,0
Barnet,Robbery,3
Barnet,Robbery,3
Barnet,Robbery,4
Barnet,Robbery,32
Barnet,Robbery,51
Barnet,Robbery,30
Barnet,Robbery,36
Barnet,Robbery,28
Barnet,Robbery,31
Barnet,Robbery,36
Barnet,Robbery,37
Barnet,Robbery,38
Barnet,Robbery,38
Barnet,Robbery,46
Barnet,Robbery,29
Barnet,Robbery,32
Barnet,Sexual Offences,24
Barnet,Sexual Offences,41
Barnet,Sexual Offences,24
Barnet,Sexual Offences,31
Barnet,Sexual Offences,28
Barnet,Sexual Offences,27
Barnet,Sexual Offences,21
Barnet,Sexual Offences,33
Barnet,Sexual Offences,16
Barnet,Sexual Offences,32
Barnet,Sexual Offences,29
Barnet,Sexual Offences,34
Barnet,Sexual Offences,27
Barnet,Sexual Offences,21
Barnet,Sexual Offences,15
Barnet,Sexual Offences,17
Barnet,Sexual Offences,12
Barnet,Sexual Offences,21
Barnet,Sexual Offences,24
Barnet,Sexual Offences,18
Barnet,Sexual Offences,12
Barnet,Sexual Offences,16
Barnet,Sexual Offences,18
Barnet,Sexual Offences,14
Barnet,Sexual Offences,12
Barnet,Sexual Offences,21
Barnet,Theft,3
Barnet,Theft,4
Barnet,Theft,4
Barnet,Theft,6
Barnet,Theft,3
Barnet,Theft,1
Barnet,Theft,3
Barnet,Theft,2
Barnet,Theft,1
Barnet,Theft,7
Barnet,Theft,3
Barnet,Theft,0
Barnet,Theft,5
Barnet,Theft,49
Barnet,Theft,34
Barnet,Theft,52
Barnet,Theft,61
Barnet,Theft,40
Barnet,Theft,26
Barnet,Theft,51
Barnet,Theft,46
Barnet,Theft,42
Barnet,Theft,81
Barnet,Theft,59
Barnet,Theft,53
Barnet,Theft,30
Barnet,Theft,256
Barnet,Theft,250
Barnet,Theft,260
Barnet,Theft,302
Barnet,Theft,332
Barnet,Theft,320
Barnet,Theft,334
Barnet,Theft,305
Barnet,Theft,317
Barnet,Theft,359
Barnet,Theft,299
Barnet,Theft,302
Barnet,Theft,319
Barnet,Theft,0
Barnet,Theft,0
Barnet,Theft,60
Barnet,Theft,0
Barnet,Theft,0
Barnet,Theft,39
Barnet,Theft,0
Barnet,Theft,0
Barnet,Theft,49
Barnet,Theft,0
Barnet,Theft,0
Barnet,Theft,59
Barnet,Theft,0
Barnet,Theft,0
Barnet,Theft,61
Barnet,Theft,0
Barnet,Theft,0
Barnet,Theft,45
Barnet,Theft,0
Barnet,Theft,0
Barnet,Theft,58
Barnet,Theft,0
Barnet,Theft,0
Barnet,Theft,66
Barnet,Theft,0
Barnet,Theft,0
Barnet,Theft,51
Barnet,Theft,0
Barnet,Theft,0
Barnet,Theft,65
Barnet,Theft,0
Barnet,Theft,0
Barnet,Theft,51
Barnet,Theft,0
Barnet,Theft,0
Barnet,Theft,66
Barnet,Theft,0
Barnet,Theft,0
Barnet,Theft,69
Barnet,Theft,59
Barnet,Theft,65
Barnet,Theft,45
Barnet,Theft,75
Barnet,Theft,91
Barnet,Theft,84
Barnet,Theft,67
Barnet,Theft,69
Barnet,Theft,69
Barnet,Theft,69
Barnet,Theft,73
Barnet,Theft,55
Barnet,Theft,57
Barnet,Theft,12
Barnet,Theft,9
Barnet,Theft,20
Barnet,Theft,20
Barnet,Theft,14
Barnet,Theft,30
Barnet,Theft,16
Barnet,Theft,36
Barnet,Theft,15
Barnet,Theft,33
Barnet,Theft,12
Barnet,Theft,13
Barnet,Theft,16
Barnet,Theft,218
Barnet,Theft,162
Barnet,Theft,184
Barnet,Theft,190
Barnet,Theft,182
Barnet,Theft,201
Barnet,Theft,220
Barnet,Theft,171
Barnet,Theft,192
Barnet,Theft,211
Barnet,Theft,209
Barnet,Theft,192
Barnet,Theft,175
Barnet,Theft,101
Barnet,Theft,96
Barnet,Theft,103
Barnet,Theft,146
Barnet,Theft,132
Barnet,Theft,162
Barnet,Theft,151
Barnet,Theft,138
Barnet,Theft,116
Barnet,Theft,121
Barnet,Theft,138
Barnet,Theft,140
Barnet,Theft,186
Barnet,Violence,129
Barnet,Violence,122
Barnet,Violence,102
Barnet,Violence,120
Barnet,Violence,119
Barnet,Violence,146
Barnet,Violence,141
Barnet,Violence,133
Barnet,Violence,137
Barnet,Violence,132
Barnet,Violence,114
Barnet,Violence,128
Barnet,Violence,114
Barnet,Violence,135
Barnet,Violence,165
Barnet,Violence,154
Barnet,Violence,142
Barnet,Violence,171
Barnet,Violence,182
Barnet,Violence,148
Barnet,Violence,159
Barnet,Violence,140
Barnet,Violence,151
Barnet,Violence,168
Barnet,Violence,200
Barnet,Violence,165
Barnet,Violence,250
Barnet,Violence,210
Barnet,Violence,245
Barnet,Violence,222
Barnet,Violence,231
Barnet,Violence,289
Barnet,Violence,285
Barnet,Violence,264
Barnet,Violence,284
Barnet,Violence,262
Barnet,Violence,267
Barnet,Violence,210
Barnet,Violence,222
Barnet,Violence,1
Barnet,Violence,0
Barnet,Violence,0
Barnet,Violence,1
Barnet,Violence,1
Barnet,Violence,0
Barnet,Violence,0
Barnet,Violence,0
Barnet,Violence,0
Barnet,Violence,2
Barnet,Violence,0
Barnet,Violence,0
Barnet,Violence,0
Barnet,Violence,12
Barnet,Violence,6
Barnet,Violence,4
Barnet,Violence,9
Barnet,Violence,8
Barnet,Violence,10
Barnet,Violence,15
Barnet,Violence,15
Barnet,Violence,8
Barnet,Violence,18
Barnet,Violence,14
Barnet,Violence,5
Barnet,Violence,10
Barnet,Violence,27
Barnet,Violence,27
Barnet,Violence,31
Barnet,Violence,17
Barnet,Violence,42
Barnet,Violence,33
Barnet,Violence,32
Barnet,Violence,26
Barnet,Violence,49
Barnet,Violence,34
Barnet,Violence,48
Barnet,Violence,30
Barnet,Violence,29
Barnet,Violence,61
Barnet,Violence,53
Barnet,Violence,41
Barnet,Violence,65
Barnet,Violence,62
Barnet,Violence,51
Barnet,Violence,56
Barnet,Violence,69
Barnet,Violence,43
Barnet,Violence,59
Barnet,Violence,65
Barnet,Violence,40
Barnet,Violence,58
Bexley,Burglary,21
Bexley,Burglary,32
Bexley,Burglary,33
Bexley,Burglary,37
Bexley,Burglary,29
Bexley,Burglary,27
Bexley,Burglary,32
Bexley,Burglary,43
Bexley,Burglary,35
Bexley,Burglary,39
Bexley,Burglary,38
Bexley,Burglary,35
Bexley,Burglary,35
Bexley,Burglary,84
Bexley,Burglary,86
Bexley,Burglary,73
Bexley,Burglary,57
Bexley,Burglary,31
Bexley,Burglary,30
Bexley,Burglary,38
